,Source,Target,Weight
23140,846,89,1
55714,852,89,1
30172,857,89,1
64541,859,89,2
54130,860,89,2
1159,864,89,1
22969,874,89,1
84342,875,89,3
10371,884,89,13
12700,894,89,1
38156,895,89,2
29928,896,89,2
81404,909,89,1
22927,933,89,1
25282,937,89,1
47396,938,89,1
90506,958,89,2
7371,966,89,1
95298,994,89,1
74933,995,89,1
45180,3,90,27
44314,10,90,6
42815,26,90,7
85935,46,90,1
36652,47,90,2
94731,86,90,1
92185,89,90,2
47704,91,90,2
17576,120,90,7
25706,175,90,1
76082,297,90,1
64108,302,90,1
9994,335,90,2
79314,487,90,1
75116,512,90,1
87202,533,90,1
56465,557,90,1
15975,638,90,1
30094,713,90,1
61912,808,90,1
17024,835,90,1
22762,884,90,7
9972,938,90,1
4728,3,91,1231
6771,6,91,12
43432,7,91,3
1725,8,91,2
56799,10,91,18
86530,11,91,1
91887,13,91,2
84636,22,91,4
16381,23,91,2
55393,26,91,1188
29387,29,91,4
13056,34,91,2
16844,38,91,1
11452,42,91,11
63212,44,91,3
375,45,91,9
2374,46,91,5
24232,47,91,2
65304,50,91,5
89721,71,91,1
36529,75,91,1
91917,77,91,1
60979,80,91,1
19905,82,91,1
93802,89,91,3
5372,90,91,2
35061,91,91,16
55460,94,91,128
45936,95,91,1
37225,97,91,1
63092,102,91,3
3679,103,91,1
72335,106,91,3
72757,115,91,1
15486,122,91,3
30463,123,91,1
43693,132,91,2
69841,139,91,2
59046,146,91,9
82958,148,91,1
35014,150,91,2
59480,155,91,2
119,156,91,18
27894,167,91,1
37586,180,91,3
91646,188,91,1
8483,196,91,1
72589,247,91,2
21533,263,91,1
7008,271,91,8
89083,272,91,87
60913,279,91,15
74371,280,91,6
16925,295,91,1
76456,302,91,1
32590,318,91,1
69357,319,91,2
96045,330,91,1
53228,335,91,19
85018,342,91,5
26109,357,91,2
6038,364,91,1
39658,374,91,1
89843,378,91,1
19340,383,91,1
11107,384,91,3
74200,412,91,1
91545,419,91,1
32418,434,91,1
58926,440,91,13
47772,443,91,1
83246,466,91,1
26373,482,91,1
80472,488,91,1
87645,512,91,1
45370,520,91,1
54713,540,91,1
53942,560,91,1
87087,561,91,1
28088,571,91,1
24733,597,91,1
89737,607,91,2
60994,616,91,13
63107,638,91,7
32906,664,91,1
51506,665,91,2
9190,673,91,3
19866,677,91,1
74636,696,91,2
70710,709,91,3
10705,713,91,86
11732,719,91,2
54855,723,91,3
67985,731,91,1
60808,748,91,3
91765,749,91,2
94094,787,91,1
67171,817,91,1
38902,820,91,1
4624,835,91,1
15380,839,91,5
63106,843,91,1
57019,859,91,19
22791,863,91,1
94479,874,91,1
35149,884,91,82
37306,890,91,4
80541,892,91,2
11430,893,91,1
1455,907,91,11
23270,908,91,13
48737,915,91,1
32857,979,91,1
3855,995,91,6
70032,3,92,1
29453,2,94,1
95196,3,94,851
88603,4,94,3
44082,6,94,16
90805,10,94,405
52713,11,94,2
37471,24,94,1
91638,26,94,182
3157,30,94,1
1056,44,94,9
59095,45,94,8
39568,46,94,4
47571,48,94,2
3125,50,94,3
665,56,94,1
8899,70,94,1
3798,72,94,1
2225,80,94,2
35306,82,94,1
92742,84,94,1
48278,86,94,3
1371,91,94,128
20987,97,94,2
4303,102,94,26
62448,103,94,2
94036,120,94,2
49451,122,94,1
70295,128,94,1
77529,132,94,2
44585,146,94,7
29005,148,94,2
50908,150,94,1
15187,156,94,4
71522,180,94,5
33440,181,94,1
73648,186,94,1
29218,188,94,1
42861,191,94,1
35191,247,94,1
30194,272,94,17
15645,280,94,3
75621,295,94,1
15827,335,94,2
84896,357,94,5
78638,374,94,1
78112,383,94,1
3753,411,94,2
73506,422,94,1
197,440,94,1
59130,446,94,1
8568,480,94,1
82683,520,94,1
37879,547,94,2
30096,555,94,2
90458,571,94,1
40114,596,94,12
52866,621,94,1
4312,638,94,4
38130,664,94,1
79862,713,94,13
30142,723,94,1
41824,749,94,1
31267,817,94,4
66883,835,94,2
69005,841,94,1
24535,843,94,1
23095,859,94,2
30382,863,94,1
69867,865,94,1
30857,884,94,66
71219,890,94,1
18454,891,94,1
57197,908,94,5
42534,916,94,1
56851,933,94,1
26269,992,94,1
82480,3,95,12
6984,10,95,1
70574,47,95,1
21288,70,95,1
84907,91,95,1
87066,97,95,5
2222,110,95,1
61894,122,95,1
54871,196,95,1
3462,335,95,2
38639,342,95,2
62166,436,95,1
85830,490,95,1
53447,785,95,1
81349,3,97,2055
28206,6,97,4
90270,8,97,1
2959,10,97,1
85853,11,97,1
94988,13,97,1
8467,15,97,1
81305,22,97,2
55225,23,97,2
62538,24,97,3
56028,26,97,315
8879,33,97,1
48450,34,97,2
37505,39,97,2
25917,42,97,23
34717,44,97,3
34668,45,97,1
2899,47,97,5
18264,50,97,5
95809,52,97,1
87927,60,97,1
61335,71,97,1
44776,77,97,1
32480,80,97,2
41326,82,97,3
37212,84,97,1
85013,86,97,2
80172,89,97,4
89129,91,97,1
46931,94,97,2
10634,95,97,5
72536,97,97,14
81383,99,97,2
1122,102,97,1
3031,103,97,3
86855,106,97,1
95941,108,97,18
76701,110,97,4
70350,112,97,2
23624,115,97,3
43805,122,97,9
15997,123,97,1
52734,124,97,1
86868,128,97,1
8424,132,97,2
74880,139,97,1
80394,146,97,4
39521,147,97,2
61631,148,97,13
57298,151,97,3
8368,153,97,1
17153,155,97,1
53977,156,97,2
77925,162,97,1
55153,166,97,2
27225,167,97,4
2000,171,97,1
84601,180,97,1
45347,181,97,1
46221,185,97,1
68163,186,97,1
55080,187,97,2
69340,196,97,1
72464,200,97,3
42729,206,97,1
69284,217,97,1
88162,231,97,1
31545,241,97,3
89442,263,97,1
60697,272,97,9
25223,280,97,1
16280,295,97,2
78214,297,97,4
8786,302,97,25
67270,326,97,8
4078,335,97,7
24206,342,97,8
58397,345,97,2
90436,358,97,4
65005,362,97,1
41788,367,97,1
47412,374,97,2
21813,401,97,2
14350,408,97,12
23142,410,97,2
33145,422,97,1
81611,434,97,2
63307,439,97,1
37373,440,97,26
19567,453,97,1
8570,466,97,1
60546,472,97,1
73909,479,97,1
52903,480,97,1
48675,483,97,13
39395,484,97,1
66292,487,97,2
45231,488,97,1
17294,489,97,3
36604,490,97,2
12434,540,97,1
64269,547,97,1
56619,555,97,1
65440,557,97,2
40029,561,97,3
4744,569,97,1
25584,616,97,1
9161,638,97,5
25600,654,97,2
17947,662,97,1
79902,664,97,1
52143,665,97,9
61022,667,97,5
72287,672,97,4
44446,673,97,2
62209,677,97,1
63493,686,97,1
42155,696,97,1
85180,709,97,2
59971,713,97,5
23529,746,97,1
11641,779,97,1
87910,806,97,1
38920,808,97,1
49994,821,97,1
9401,831,97,2
83107,839,97,1
49034,841,97,1
47903,847,97,1
14814,859,97,2
12594,874,97,1
80865,875,97,1
64409,881,97,1
81578,883,97,2
13375,884,97,122
72671,894,97,1
22633,908,97,4
20349,944,97,1
19164,950,97,1
81155,952,97,1
92508,995,97,7
34680,3,98,23
39566,8,98,1
27100,11,98,1
43929,22,98,1
18607,26,98,3
24507,29,98,1
9258,45,98,1
4098,82,98,1
41302,335,98,4
38020,616,98,1
31966,673,98,1
65339,695,98,1
18409,836,98,3
25867,850,98,1
30596,854,98,1
94899,884,98,1
25019,896,98,1
27825,933,98,1
22261,3,99,8
31037,26,99,1
47771,97,99,2
31494,358,100,1
91922,3,101,5
84538,3,102,1261
52460,6,102,1
56305,8,102,4
18229,9,102,1
11876,10,102,5
76804,11,102,1
70486,12,102,1
48716,16,102,1
94019,22,102,5
80305,24,102,1
64992,26,102,364
86092,30,102,2
56346,34,102,1
11511,35,102,2
78437,38,102,2
25677,39,102,1
79307,40,102,1
34867,42,102,3
45842,45,102,1
43058,46,102,3
48876,71,102,3
95046,80,102,2
50411,82,102,1
46,84,102,1
58621,86,102,1
5770,87,102,1
21372,89,102,5
80025,91,102,3
36097,94,102,26
13783,97,102,1
28508,102,102,6
39822,103,102,2
87513,105,102,1
96080,106,102,1
58422,108,102,1
79812,113,102,1
28867,119,102,1
52878,122,102,18
7017,123,102,1
15358,124,102,2
53041,128,102,6
67242,132,102,1
65977,139,102,4
89501,146,102,7
24182,148,102,4
82290,149,102,1
82805,150,102,17
44838,151,102,2
45752,153,102,1
8212,155,102,2
16527,156,102,4
67576,166,102,3
89140,171,102,1
92332,180,102,2
9800,182,102,2
17688,192,102,2
61211,193,102,2
10140,200,102,1
23223,208,102,1
32322,213,102,1
7682,232,102,1
84874,234,102,1
68949,241,102,1
76794,263,102,4
57772,271,102,13
26744,272,102,88
33800,279,102,1
87519,280,102,4
79814,288,102,1
56622,294,102,1
23863,295,102,2
31986,302,102,1
95222,310,102,1
13359,314,102,2
91549,319,102,1
87696,335,102,21
28510,342,102,3
81597,354,102,1
50582,355,102,2
28153,363,102,1
59817,374,102,5
68611,398,102,2
59266,401,102,1
76487,408,102,3
63802,434,102,2
3614,440,102,6
24155,443,102,6
76286,446,102,1
39200,449,102,1
748,455,102,1
17496,466,102,3
26589,472,102,1
61554,479,102,1
39528,483,102,9
33113,484,102,1
91467,485,102,2
54748,489,102,1
11543,512,102,1
47724,555,102,19
77368,561,102,1
4606,571,102,1
56325,573,102,5
22797,577,102,1
70678,587,102,1
42347,592,102,1
6137,598,102,3
46571,609,102,1
87891,616,102,8
21942,638,102,12
728,640,102,2
89173,648,102,6
46117,664,102,1
38343,672,102,2
81798,673,102,37
41,677,102,8
50424,685,102,6
71741,686,102,1
22958,709,102,1
1245,713,102,2
24363,723,102,2
26349,748,102,2
38916,749,102,1
24495,775,102,2
78099,776,102,3
2750,779,102,8
70496,784,102,1
63446,787,102,1
82022,791,102,3
40936,795,102,1
55303,799,102,1
70849,801,102,1
85060,805,102,1
55635,817,102,2
50615,832,102,1
56478,835,102,1
5779,859,102,1
69498,877,102,1
36482,883,102,1
59881,884,102,49
36816,897,102,1
81421,908,102,2
67627,921,102,1
74117,933,102,2
36613,935,102,1
47391,952,102,1
23997,958,102,1
9603,975,102,1
72087,3,103,394
91211,6,103,1
68737,8,103,2
19995,13,103,1
50992,15,103,1
61142,16,103,1
77334,26,103,45
91399,35,103,1
13294,39,103,1
28896,41,103,1
47496,42,103,5
9923,44,103,3
43074,45,103,3
45751,46,103,1
74019,47,103,1
39672,50,103,2
11895,70,103,1
89395,82,103,1
89572,87,103,1
8988,89,103,3
67648,91,103,1
28113,94,103,2
1435,97,103,3
40868,102,103,2
3275,119,103,1
65295,122,103,8
90836,123,103,1
79600,132,103,2
53575,139,103,2
28995,156,103,1
153,166,103,1
2414,167,103,1
59784,180,103,1
71072,185,103,1
47948,191,103,1
42910,245,103,1
5484,247,103,2
50292,259,103,1
39141,272,103,2
33199,279,103,1
3908,280,103,2
87534,295,103,2
7031,297,103,1
33610,302,103,3
75154,335,103,1
49201,342,103,2
72180,374,103,1
46823,401,103,3
42286,434,103,1
49098,479,103,1
73584,482,103,2
67581,483,103,2
45669,484,103,1
78806,485,103,1
41307,487,103,1
4249,616,103,2
76907,665,103,1
21530,677,103,8
27601,678,103,1
50728,710,103,1
84765,713,103,3
25928,749,103,1
30711,758,103,3
28577,795,103,1
63074,832,103,1
84670,850,103,1
57021,859,103,1
92406,877,103,2
57340,884,103,20
42811,898,103,1
71990,912,103,1
20799,940,103,3
95343,944,103,1
59794,952,103,1
41559,995,103,1
13347,3,104,43
81165,8,104,1
91948,15,104,1
34055,26,104,6
30640,45,104,1
86563,52,104,1
70219,71,104,1
95821,132,104,37
69061,142,104,1
92242,243,104,1
96172,302,104,1
19881,335,104,2
8298,342,104,1
3685,419,104,1
42072,443,104,1
88889,466,104,1
89933,479,104,1
45833,482,104,2
15944,581,104,1
66656,765,104,1
82375,767,104,1
14251,884,104,1
93006,896,104,1
13177,949,104,1
1015,3,105,6
59507,26,105,13
29399,42,105,2
12585,102,105,1
50462,156,105,1
43798,374,105,2
32129,510,105,1
68932,835,105,1
37790,3,106,4
21183,6,106,3
68100,9,106,1
89250,13,106,1
51578,22,106,1
21035,29,106,1
88219,42,106,1
5746,45,106,1
5272,86,106,5
26780,91,106,3
56662,97,106,1
44475,102,106,1
8547,108,106,1
79298,112,106,1
77376,148,106,1
29539,150,106,1
51127,155,106,1
7897,193,106,1
30567,208,106,1
95049,271,106,3
69608,272,106,3
71017,302,106,1
44845,335,106,1
79477,342,106,2
59434,357,106,1
49600,358,106,1
5927,401,106,2
30215,408,106,2
53437,434,106,1
53395,440,106,4
61922,480,106,1
89498,483,106,2
48534,485,106,1
24177,561,106,2
92310,593,106,1
71378,638,106,1
81279,672,106,1
79345,758,106,1
11918,759,106,1
60684,785,106,1
10162,835,106,2
2088,884,106,15
31433,911,106,1
36981,995,106,4
25721,3,107,9
4539,42,107,3
87390,884,107,1
44052,908,107,1
91245,3,108,472
62145,6,108,5
34761,8,108,9
48640,11,108,4
80104,26,108,9
92363,42,108,12
48793,50,108,1
26846,70,108,3
6902,76,108,1
49873,89,108,1
35124,97,108,18
50006,102,108,1
28076,106,108,1
42706,108,108,8
21452,110,108,2
8129,112,108,1
89445,115,108,6
88562,117,108,3
639,119,108,1
74708,123,108,2
24595,128,108,1
34075,139,108,1
6365,145,108,1
14722,146,108,1
9193,147,108,1
82544,167,108,1
90567,168,108,1
39477,183,108,1
10586,196,108,3
84778,200,108,4
90504,241,108,1
26646,267,108,1
5519,279,108,1
37256,287,108,1
79188,330,108,1
58163,342,108,1
73010,358,108,1
15913,434,108,1
83740,455,108,2
77675,556,108,1
66461,616,108,1
50025,638,108,4
73563,859,108,1
45200,884,108,1
87728,894,108,1
50716,3,109,8
47404,8,109,1
35254,13,109,1
4873,17,109,1
9666,26,109,2
25908,114,109,1
58284,132,109,6
77137,147,109,1
73,206,109,1
67980,208,109,1
70550,342,109,2
51484,466,109,1
8435,482,109,1
59989,571,109,1
62467,874,109,1
88034,3,110,153
37145,6,110,7
59806,8,110,2
68448,26,110,3
91729,34,110,1
38322,42,110,3
1731,95,110,1
10350,97,110,4
54935,108,110,2
92909,110,110,4
85892,146,110,6
33981,147,110,3
50774,180,110,1
35354,196,110,1
80362,208,110,3
55541,291,110,1
31052,295,110,2
7732,342,110,8
48425,348,110,1
12528,455,110,1
2411,859,110,1
75451,3,111,2
80118,6,111,3
80871,26,111,1
15821,84,111,1
42225,111,111,2
45485,112,111,2
61329,136,111,2
10303,142,111,2
2337,146,111,3
84332,168,111,7
63235,180,111,2
89753,207,111,3
23349,213,111,6
61054,263,111,2
35663,272,111,10
15814,320,111,3
66832,330,111,1
78670,335,111,2
29437,357,111,2
28642,374,111,1
3743,412,111,1
3550,434,111,1
206,455,111,1
30180,499,111,2
7673,616,111,1
82632,628,111,1
54064,648,111,1
83821,660,111,5
62065,664,111,1
19270,732,111,3
49239,738,111,8
1944,785,111,1
33020,821,111,5
47590,835,111,1
80683,836,111,1
4485,851,111,1
27545,883,111,1
76902,884,111,3
83812,896,111,1
3012,3,112,7
8829,6,112,3
70770,8,112,1
79570,10,112,1
50507,26,112,2
27187,45,112,1
5673,53,112,3
76406,57,112,1
82364,60,112,1
3540,89,112,1
92109,97,112,2
67521,106,112,1
76212,108,112,1
83063,111,112,2
48172,113,112,1
63679,118,112,2
59033,147,112,5
76545,151,112,1
79042,180,112,2
94886,183,112,3
50016,196,112,1
24587,200,112,1
3340,302,112,1
45042,335,112,1
33018,450,112,1
33886,455,112,2
67150,481,112,1
6238,616,112,1
28972,640,112,2
3719,660,112,1
10269,698,112,2
63451,775,112,1
76239,884,112,4
39715,3,113,3
66512,6,113,2
83198,8,113,1
14779,45,113,1
87134,89,113,1
55587,102,113,1
63465,112,113,1
70033,124,113,1
10975,335,113,1
21223,408,113,3
30077,410,113,1
74639,434,113,3
21467,455,113,1
55994,492,113,1
57343,547,113,2
3057,661,113,2
34826,695,113,4
30952,870,113,1
89221,884,113,11
93312,3,114,2
48564,109,114,1
84720,136,114,1
10833,166,114,1
11704,168,114,7
23979,242,114,2
6293,254,114,1
54437,287,114,1
29,307,114,4
35038,499,114,2
57911,571,114,5
68977,611,114,1
31108,616,114,1
77579,723,114,1
900,738,114,3
87116,884,114,1
15396,3,115,48
67209,10,115,3
37958,26,115,33
35994,45,115,1
53137,91,115,1
54644,97,115,3
17473,108,115,6
92340,116,115,2
70765,120,115,1
80286,148,115,1
34377,156,115,1
20266,180,115,1
53601,181,115,1
14289,184,115,1
78569,272,115,1
78114,279,115,1
79683,319,115,1
95095,325,115,1
54708,354,115,2
95700,412,115,3
15577,483,115,1
44148,491,115,2
95103,621,115,1
59872,695,115,1
28070,713,115,4
13761,862,115,1
76795,874,115,1
12076,884,115,5
43287,979,115,3
87464,994,115,1
52777,3,116,17
52059,53,116,1
30143,57,116,1
28456,66,116,1
17013,82,116,1
53314,89,116,1
82223,115,116,2
2165,117,116,4
34066,139,116,2
12637,147,116,1
268,196,116,1
87086,206,116,1
10753,316,116,1
40030,447,116,1
30132,464,116,1
65938,530,116,1
56094,616,116,1
65966,884,116,1
40202,3,117,16
38907,108,117,3
17403,116,117,4
305,147,117,2
12596,196,117,1
29525,112,118,2
74114,145,118,1
54590,450,118,1
7307,3,119,47
85512,6,119,1
50302,23,119,1
84348,26,119,4
13658,27,119,1
40370,42,119,1
80957,47,119,1
34271,53,119,1
69927,60,119,6
51843,63,119,2
15242,67,119,4
29414,71,119,1
59327,77,119,2
85545,78,119,3
37354,81,119,1
77870,86,119,1
395,87,119,1
33936,102,119,1
67285,103,119,1
63887,108,119,1
20448,120,119,1
27949,130,119,1
35158,134,119,2
50900,136,119,2
2261,141,119,1
13737,142,119,4
73932,168,119,5
63970,223,119,1
1621,224,119,1
82158,335,119,1
85025,412,119,2
44791,436,119,1
88677,510,119,1
79714,531,119,1
433,538,119,1
69108,548,119,1
95453,571,119,2
93617,616,119,2
78424,636,119,1
77812,713,119,1
3992,743,119,1
83652,776,119,1
63571,862,119,1
82995,884,119,2
94496,896,119,1
61242,919,119,1
54819,933,119,1
17234,935,119,1
15140,976,119,5
1655,2,120,1
6381,3,120,55
5344,6,120,4
74203,8,120,3
83057,10,120,8
2667,15,120,2
70369,16,120,1
72318,22,120,1
67490,23,120,2
45112,24,120,1
54015,26,120,18
10075,42,120,6
72453,44,120,3
47170,45,120,3
28602,46,120,3
58636,47,120,4
78873,60,120,1
53661,64,120,1
66280,70,120,3
92432,71,120,2
48008,74,120,1
4800,79,120,1
9722,80,120,1
18510,82,120,1
35113,84,120,1
37065,86,120,1
4026,90,120,7
7794,94,120,2
46542,115,120,1
55857,119,120,1
77530,120,120,6
29976,121,120,1
45638,126,120,2
51993,132,120,1
76912,139,120,15
57610,146,120,2
80740,150,120,1
73172,151,120,5
44925,156,120,5
18506,163,120,1
14740,175,120,1
82554,180,120,1
251,183,120,1
13143,235,120,1
29285,241,120,1
21958,248,120,3
74839,269,120,3
77117,271,120,3
37744,272,120,7
48645,276,120,1
62317,279,120,2
23189,280,120,2
8628,288,120,1
7605,291,120,1
77566,304,120,1
73531,310,120,1
26853,335,120,3
15261,342,120,1
63670,354,120,1
67514,358,120,1
39126,363,120,3
56056,384,120,1
65784,400,120,1
92980,419,120,1
10416,422,120,2
58850,434,120,3
60756,436,120,5
49148,443,120,1
85158,444,120,1
72997,464,120,2
82878,479,120,1
26304,489,120,1
28253,491,120,16
46460,510,120,1
16112,530,120,3
17986,532,120,2
67530,557,120,1
42979,566,120,1
53504,592,120,1
75876,597,120,1
88362,625,120,1
89449,638,120,1
10949,648,120,1
68895,713,120,6
56254,723,120,2
13703,779,120,5
23038,808,120,3
34782,809,120,2
20229,817,120,1
85142,839,120,2
45312,851,120,1
30668,859,120,2
29636,862,120,2
57246,863,120,1
26376,883,120,1
95557,884,120,27
34992,891,120,1
55724,897,120,1
12461,898,120,1
63852,925,120,1
20924,938,120,1
58123,952,120,1
34275,979,120,1
90182,3,121,4
66403,26,121,2
55685,38,121,1
9063,81,121,1
45420,120,121,1
14427,335,121,1
81236,445,121,1
56449,713,121,1
92773,884,121,1
31239,3,122,810
76493,6,122,15
3099,8,122,1
4940,11,122,1
47707,13,122,1
27470,15,122,2
84549,16,122,2
31774,17,122,3
47551,22,122,5
78067,23,122,2
29033,26,122,324
68973,27,122,2
18239,38,122,1
36811,44,122,7
95217,45,122,22
3782,46,122,1
93261,56,122,1
7713,60,122,13
21353,63,122,1
78460,64,122,3
25700,65,122,2
41298,70,122,1
88234,71,122,2
86965,76,122,2
21880,77,122,1
92899,81,122,1
72903,84,122,3
12216,86,122,2
59120,87,122,2
78094,89,122,2
33644,91,122,3
78966,94,122,1
83207,95,122,1
63593,97,122,9
64478,102,122,18
29888,103,122,8
16865,122,122,4
6651,128,122,1
20299,131,122,1
17349,132,122,4
31064,135,122,4
88228,136,122,1
16515,143,122,1
32605,146,122,26
35008,156,122,11
68778,159,122,1
87871,161,122,1
7335,166,122,3
37484,167,122,1
15181,168,122,2
46233,175,122,1
11354,180,122,4
41095,186,122,1
78265,196,122,5
15853,206,122,1
62761,207,122,1
75251,213,122,1
33462,223,122,9
18932,231,122,1
23292,233,122,1
26532,241,122,1
57316,259,122,27
3884,261,122,1
20130,263,122,1
65959,267,122,2
62757,272,122,27
73426,276,122,1
87155,279,122,1
48246,280,122,6
86429,297,122,1
83978,302,122,1
56644,320,122,1
51791,335,122,9
86447,342,122,1
8915,348,122,1
40902,354,122,4
8047,359,122,1
23105,365,122,1
80896,384,122,1
9259,391,122,2
25325,394,122,1
29189,398,122,1
37139,408,122,1
36089,411,122,1
110,412,122,1
81575,422,122,1
33797,434,122,1
60325,440,122,2
91436,456,122,2
89270,481,122,1
53208,491,122,1
38487,499,122,4
61418,512,122,1
9644,526,122,1
2092,547,122,1
21335,555,122,4
55147,579,122,1
65685,589,122,1
34546,616,122,7
3082,638,122,7
50437,640,122,1
35752,648,122,2
50110,665,122,1
35392,673,122,1
69641,684,122,10
29724,696,122,1
54269,703,122,1
32059,709,122,1
43941,713,122,7
81101,723,122,1
34371,748,122,1
77757,749,122,4
8076,755,122,1
53225,771,122,2
54041,776,122,2
38501,779,122,1
53773,785,122,1
34687,791,122,2
64739,812,122,1
91682,817,122,1
73982,826,122,1
3280,835,122,1
45097,836,122,1
48738,846,122,1
55657,859,122,2
28279,860,122,1
88695,861,122,1
85410,865,122,1
8005,878,122,1
79610,883,122,1
8932,884,122,86
56736,895,122,1
28531,896,122,2
24663,908,122,3
13081,915,122,2
92385,938,122,1
69971,983,122,1
17628,3,123,164
89124,6,123,5
48764,9,123,1
41425,26,123,29
93961,42,123,1
20099,60,123,1
50051,66,123,1
94660,70,123,1
21229,91,123,1
51164,97,123,1
76788,102,123,1
17390,103,123,1
14087,108,123,2
81024,124,123,1
19064,128,123,1
45148,146,123,1
74381,156,123,1
23373,166,123,1
9226,188,123,1
90906,196,123,2
21480,216,123,1
93293,259,123,1
7737,263,123,1
75074,272,123,5
60626,280,123,1
30763,295,123,1
39237,335,123,3
39924,357,123,1
69999,483,123,1
40632,491,123,2
47156,616,123,1
6548,627,123,1
17854,632,123,1
76805,638,123,1
31495,713,123,1
21320,884,123,13
40894,896,123,1
37111,908,123,1
26573,952,123,1
49624,3,124,3
43264,6,124,2
46792,9,124,2
33224,10,124,1
41541,11,124,1
3281,24,124,4
78354,46,124,1
33556,57,124,1
19874,70,124,1
53065,72,124,1
93352,77,124,1
42071,97,124,1
42949,102,124,2
94621,113,124,1
81699,123,124,1
89607,193,124,2
67682,213,124,1
41534,263,124,1
87597,272,124,3
79209,287,124,1
67927,310,124,1
73177,335,124,2
83826,354,124,1
27549,357,124,2
69381,412,124,1
93173,422,124,1
12131,472,124,1
93428,499,124,1
26885,547,124,1
12313,555,124,1
26163,597,124,1
42969,638,124,2
1491,683,124,1
91239,684,124,1
95333,703,124,1
22525,713,124,1
48669,744,124,1
24745,762,124,1
32208,785,124,1
80440,821,124,3
80473,859,124,1
89947,884,124,6
83921,890,124,2
62017,936,124,1
70423,976,124,1
91586,983,124,1
43719,3,125,1
67645,6,125,1
80169,82,125,2
25038,318,125,1
60815,335,125,1
14456,547,125,2
55527,638,125,1
65626,771,125,1
64942,821,125,1
42728,884,125,1
95093,14,126,1
81602,17,126,1
60855,34,126,1
31766,89,126,1
11517,120,126,2
78952,146,126,2
16327,272,126,1
12542,335,126,1
88416,499,126,2
30758,556,126,2
55305,884,126,11
68644,3,127,1
51476,3,128,284
12146,6,128,4
30911,7,128,1
50915,8,128,1
88693,9,128,1
44995,10,128,2
27287,22,128,2
70361,26,128,23
9072,39,128,1
8480,44,128,2
75599,45,128,15
50623,53,128,2
83406,57,128,1
47301,58,128,1
95465,63,128,1
76869,64,128,1
22053,70,128,1
15097,82,128,5
3923,87,128,1
44797,89,128,1
93749,94,128,1
84103,97,128,1
58225,102,128,6
28682,108,128,1
30479,122,128,1
82981,123,128,1
60622,128,128,2
78197,132,128,1
92593,137,128,1
86515,139,128,2
85921,144,128,1
13446,146,128,4
51205,147,128,1
91355,150,128,5
68850,151,128,1
90883,168,128,1
37089,193,128,1
22139,200,128,1
56107,216,128,1
44863,221,128,1
64254,238,128,1
69660,242,128,1
95318,244,128,1
10769,248,128,1
29535,259,128,1
40716,270,128,1
11901,271,128,3
89873,272,128,22
55016,275,128,1
11335,276,128,1
49146,277,128,1
38688,280,128,1
91749,302,128,2
61059,334,128,1
17287,335,128,7
25579,342,128,3
71647,350,128,1
79879,357,128,2
61779,374,128,1
14562,376,128,1
20397,401,128,1
86537,428,128,2
24358,436,128,1
94510,440,128,1
15820,444,128,1
9948,446,128,2
23526,456,128,2
51904,476,128,1
75346,478,128,1
83143,490,128,1
35604,542,128,2
48797,573,128,2
42751,575,128,1
42211,580,128,1
54804,616,128,13
71856,625,128,1
92120,638,128,1
34064,651,128,1
14094,654,128,1
33502,656,128,1
86031,657,128,2
16550,665,128,1
15357,673,128,1
56076,684,128,2
45525,713,128,4
34910,758,128,1
29182,776,128,2
37893,779,128,1
78732,835,128,2
451,839,128,1
51174,871,128,1
15760,879,128,1
1452,884,128,32
79572,953,128,1
47498,995,128,1
38921,3,129,6
82799,26,129,7
27904,53,129,1
34478,70,129,1
36311,84,129,1
80707,156,129,1
17071,259,129,2
21105,357,129,1
61126,374,129,1
83983,839,129,1
50504,861,129,1
74206,3,130,693
73107,6,130,1
40880,11,130,1
15456,53,130,8
67965,54,130,4
41011,56,130,1
63573,57,130,12
14907,58,130,4
58854,60,130,3
23967,63,130,7
5709,64,130,1
93550,70,130,15
46489,75,130,2
86281,82,130,2
48887,84,130,1
94838,89,130,2
64841,119,130,1
24425,133,130,1
50152,136,130,2
41496,142,130,3
84618,146,130,1
88001,204,130,1
32244,206,130,1
77095,242,130,7
54531,259,130,5
12094,295,130,2
42185,335,130,7
29060,499,130,3
89304,538,130,7
31055,548,130,25
77620,551,130,1
72210,743,130,14
36825,751,130,8
76898,767,130,54
73491,795,130,2
20274,857,130,1
63903,3,131,63
50273,14,131,1
57985,26,131,1
10516,52,131,11
3079,53,131,6
80351,54,131,2
46972,55,131,2
53606,56,131,3
46123,57,131,6
27327,58,131,15
62632,61,131,5
13763,64,131,1
9663,70,131,9
52782,74,131,1
47791,122,131,1
19431,132,131,24
62602,136,131,2
54086,142,131,6
30625,178,131,1
4416,208,131,2
61309,241,131,1
57251,242,131,1
82424,261,131,1
91919,280,131,1
29770,335,131,1
22126,422,131,1
38585,457,131,1
56372,461,131,1
3380,465,131,2
77251,533,131,1
38962,537,131,2
5535,538,131,3
43537,548,131,6
90783,567,131,1
22836,611,131,1
52473,686,131,1
59850,743,131,3
61996,749,131,1
24390,751,131,1
3620,767,131,18
39296,792,131,1
7899,857,131,4
5100,3,132,680
48814,6,132,2
4553,8,132,5
91466,10,132,1
65870,11,132,1
65326,16,132,1
34527,17,132,1
55984,18,132,1
29932,24,132,1
