,Source,Target,Weight
77000,851,10,5
9288,852,10,1
34734,859,10,58
53339,862,10,3
59477,863,10,7
17087,871,10,1
61055,874,10,1
18656,882,10,1
25633,884,10,670
41903,892,10,1
14112,895,10,1
63222,896,10,3
65865,897,10,3
34658,904,10,1
45510,908,10,2
88641,912,10,6
62876,921,10,1
73577,925,10,1
283,940,10,6
5336,944,10,1
14835,952,10,1
68647,960,10,1
45391,966,10,2
50994,972,10,1
84368,976,10,1
13272,979,10,1
23284,992,10,1
78454,994,10,2
91735,995,10,2
48066,996,10,1
11938,3,11,417
89394,4,11,1
41355,6,11,1
40563,7,11,1
36200,8,11,1
91583,10,11,1
65750,11,11,2
24740,13,11,1
90192,16,11,1
20646,26,11,20
64874,41,11,2
75475,45,11,2
3871,50,11,1
47249,53,11,2
21435,54,11,1
41513,55,11,1
16295,56,11,1
70418,63,11,1
70132,64,11,2
28136,71,11,1
95804,80,11,1
77936,89,11,1
3775,91,11,1
43810,94,11,2
2714,97,11,1
79956,98,11,1
1672,102,11,1
7139,108,11,4
76863,122,11,1
32475,124,11,1
12801,130,11,1
86403,132,11,1
25261,136,11,4
54865,139,11,1
2136,142,11,1
38127,146,11,2
26344,147,11,3
31238,151,11,1
1509,155,11,1
75989,168,11,1
64685,173,11,1
58503,180,11,1
83801,196,11,1
53272,204,11,1
27830,208,11,1
56220,216,11,1
57270,227,11,1
38407,228,11,1
10876,248,11,3
37880,257,11,1
68234,272,11,3
76966,276,11,6
93840,288,11,1
40770,291,11,1
51634,295,11,1
41842,302,11,1
56362,309,11,1
5193,316,11,1
94018,329,11,2
73949,335,11,7
50444,342,11,1
58188,354,11,2
71081,358,11,5
57087,359,11,1
83500,370,11,1
34989,401,11,4
30930,430,11,2
63832,475,11,1
18717,490,11,1
9908,491,11,2
60838,499,11,18
23179,557,11,1
89663,571,11,2
76178,636,11,1
42202,638,11,2
30594,648,11,3
81928,658,11,6
8288,731,11,1
15619,743,11,1
83288,751,11,2
12572,767,11,3
58186,776,11,3
87624,779,11,1
16870,795,11,1
20465,836,11,8
50075,839,11,2
40243,846,11,2
64684,851,11,1
66814,857,11,2
22324,859,11,1
65721,862,11,1
92364,873,11,1
19284,883,11,1
33784,884,11,12
58002,908,11,6
14718,954,11,2
49349,3,12,12
46002,6,12,1
74773,13,12,1
12807,102,12,1
9580,884,12,1
89993,2,13,1
36770,3,13,14
19936,6,13,2
61217,8,13,1
88834,9,13,1
66546,10,13,2
90790,11,13,1
26872,12,13,1
82394,13,13,4
87671,14,13,1
17699,16,13,2
45402,22,13,2
86543,24,13,1
92103,26,13,1
56423,29,13,1
49725,34,13,1
65412,36,13,1
15824,40,13,1
31764,42,13,1
50739,45,13,1
42290,46,13,1
66483,47,13,1
90952,52,13,1
75972,61,13,1
49663,71,13,1
71971,74,13,1
123,75,13,1
45500,89,13,1
25333,91,13,2
10081,97,13,1
4289,103,13,1
26641,106,13,1
56201,109,13,1
24715,122,13,1
79660,139,13,1
80518,146,13,1
51316,147,13,6
77904,151,13,1
92895,167,13,1
5932,179,13,2
79810,180,13,2
85203,182,13,1
35585,186,13,1
5661,191,13,2
15035,200,13,1
82179,206,13,1
62184,213,13,2
89536,231,13,1
85301,244,13,1
16773,245,13,1
90856,246,13,2
22178,263,13,1
78747,272,13,10
18089,276,13,1
64700,280,13,1
71937,284,13,1
21478,297,13,1
20417,302,13,2
47918,304,13,1
74260,310,13,1
69969,319,13,2
95649,335,13,9
33161,354,13,1
76488,357,13,3
80816,369,13,1
602,371,13,1
77874,388,13,1
34736,408,13,1
52839,412,13,2
17819,429,13,1
64798,434,13,4
8410,440,13,2
15705,444,13,5
93598,466,13,1
85707,478,13,1
37998,484,13,1
84584,488,13,1
16062,489,13,1
60092,490,13,19
85652,499,13,1
63489,500,13,1
40324,510,13,1
35219,526,13,1
54922,534,13,1
41392,540,13,1
39008,545,13,2
19830,547,13,1
43757,566,13,1
63840,580,13,1
43710,587,13,1
49195,589,13,2
15319,595,13,1
94843,598,13,2
24888,609,13,1
20793,638,13,1
83845,648,13,1
23200,664,13,1
79516,665,13,1
8514,673,13,1
29640,677,13,1
7455,678,13,3
54082,682,13,2
83480,685,13,1
4446,702,13,1
75780,703,13,1
37072,706,13,1
80444,709,13,2
30842,713,13,1
89054,749,13,1
65983,775,13,1
3068,779,13,2
64175,835,13,1
25006,860,13,1
4698,862,13,1
85335,869,13,1
40660,873,13,1
52252,875,13,7
6787,879,13,1
44211,883,13,2
21963,884,13,16
68567,888,13,1
46464,894,13,1
4413,896,13,4
79323,908,13,1
36328,966,13,5
29170,972,13,1
58124,2,14,1
74124,3,14,3
21522,13,14,1
53069,15,14,1
7119,52,14,1
56283,58,14,1
84220,70,14,1
35799,126,14,1
63270,131,14,1
75311,204,14,1
72915,223,14,3
32526,791,14,2
16816,896,14,1
61795,3,15,47
65000,10,15,2
62830,14,15,1
51926,15,15,2
67063,26,15,35
48141,44,15,3
25739,45,15,3
21651,58,15,1
74414,71,15,1
4816,82,15,2
20756,88,15,1
94963,89,15,1
90388,97,15,1
11326,103,15,1
46223,104,15,1
71576,120,15,2
27150,122,15,2
84510,146,15,1
9563,150,15,2
11679,156,15,2
5440,163,15,1
8620,180,15,1
32897,185,15,2
35022,207,15,1
72594,238,15,1
89171,240,15,1
70382,257,15,1
21844,272,15,7
89672,280,15,4
74602,285,15,1
44061,287,15,4
90775,291,15,1
70309,302,15,2
24149,335,15,2
70696,339,15,1
53896,363,15,1
31570,364,15,1
84832,401,15,7
79644,419,15,1
61988,473,15,1
33228,505,15,1
90038,616,15,1
92235,638,15,1
50313,686,15,1
29252,723,15,5
63067,738,15,1
94469,817,15,1
19350,862,15,2
28352,871,15,1
46987,884,15,6
64005,896,15,1
8147,908,15,1
53861,958,15,2
46640,2,16,2
60839,3,16,356
50434,6,16,3
6759,7,16,3
84614,8,16,5
93706,10,16,1
49918,11,16,1
58753,13,16,2
49362,16,16,2
39194,24,16,1
28163,26,16,11
1388,42,16,1
57005,44,16,1
13378,45,16,2
43150,64,16,2
63606,82,16,1
85697,89,16,1
10581,102,16,1
63078,103,16,1
84007,120,16,1
93062,122,16,2
30597,132,16,1
78675,150,16,3
11671,180,16,1
44350,203,16,1
23408,206,16,1
85735,254,16,1
63371,259,16,1
19079,265,16,1
36760,269,16,5
59563,271,16,1
69056,272,16,29
59008,276,16,8
23566,284,16,1
75937,285,16,2
69907,297,16,1
12478,334,16,1
64993,335,16,1
73232,342,16,1
39942,369,16,1
91234,408,16,1
75982,434,16,1
45807,440,16,1
75431,455,16,1
30732,466,16,1
61841,475,16,1
65033,484,16,1
72606,526,16,1
74119,595,16,1
42116,603,16,1
21270,648,16,1
17431,660,16,2
80948,682,16,2
16342,686,16,1
89325,689,16,1
36139,709,16,2
31199,731,16,3
63117,776,16,3
71707,779,16,19
78258,817,16,1
11471,857,16,2
20256,859,16,2
72752,860,16,1
83201,884,16,27
48750,896,16,1
57558,898,16,1
48239,917,16,1
55318,950,16,1
72716,3,17,3
15290,74,17,1
38897,109,17,1
9213,122,17,3
13027,126,17,1
43024,132,17,1
86129,136,17,2
65117,210,17,1
74922,223,17,1
36293,227,17,1
39785,272,17,1
71381,276,17,2
23201,295,17,1
52587,335,17,1
93636,354,17,1
56518,401,17,1
51321,473,17,1
25493,478,17,1
44522,499,17,4
94569,615,17,1
7242,658,17,3
73399,767,17,1
75179,884,17,5
61186,896,17,1
14687,954,17,1
13984,3,18,174
13440,8,18,4
70883,23,18,3
41927,24,18,1
11720,26,18,28
17794,27,18,1
70333,28,18,1
58260,46,18,1
70202,86,18,1
60891,89,18,2
45508,132,18,1
63826,139,18,1
22235,146,18,1
62321,147,18,1
95028,148,18,2
1448,149,18,2
68858,156,18,1
71509,167,18,1
73056,178,18,1
49541,180,18,1
76883,231,18,1
26028,241,18,2
1967,248,18,2
49118,279,18,3
60642,295,18,2
3226,316,18,6
89972,335,18,1
67651,370,18,1
23754,408,18,1
27572,436,18,1
36830,488,18,1
92217,490,18,1
12383,534,18,1
37609,621,18,1
54446,713,18,1
8194,807,18,1
15931,874,18,1
41964,908,18,1
93004,940,18,2
88959,994,18,1
77335,335,19,1
77885,364,19,1
8363,490,19,1
82897,713,19,1
4101,884,19,1
38792,3,20,8
18956,1,22,1
63797,3,22,288
68066,6,22,2
77937,7,22,1
91778,8,22,1
18746,10,22,3
80087,13,22,2
18384,22,22,4
21080,23,22,2
58106,26,22,109
8229,30,22,2
67142,32,22,1
69772,33,22,2
22664,34,22,2
18397,35,22,1
69580,42,22,1
79146,43,22,1
1205,44,22,1
34704,45,22,5
44334,60,22,1
83428,71,22,1
12370,83,22,1
14508,89,22,3
73110,91,22,4
75160,97,22,2
28147,98,22,1
35346,102,22,5
74987,106,22,1
62655,120,22,1
18137,122,22,5
5350,128,22,2
68619,146,22,8
24794,151,22,1
58921,161,22,1
19001,166,22,2
21668,167,22,3
6939,168,22,5
11765,191,22,1
11202,196,22,7
57794,200,22,4
38790,208,22,1
74059,210,22,1
62608,223,22,1
18680,238,22,1
28739,242,22,1
14592,246,22,1
78319,266,22,2
34532,271,22,7
5947,272,22,16
95627,279,22,1
45257,288,22,1
10810,295,22,1
82700,302,22,6
49570,316,22,1
49024,335,22,16
89909,380,22,1
69635,408,22,1
17543,411,22,1
83841,412,22,1
86554,413,22,1
93504,422,22,1
95671,428,22,1
24302,440,22,2
27008,441,22,1
39684,444,22,1
85979,447,22,1
79680,475,22,1
40596,479,22,1
60117,512,22,1
62235,534,22,1
66084,571,22,1
90264,580,22,2
67680,598,22,1
67132,616,22,4
83970,621,22,2
49192,640,22,1
86595,654,22,1
60710,656,22,1
41775,665,22,1
6465,673,22,8
51288,675,22,2
4191,676,22,2
6821,677,22,4
62832,678,22,2
67633,685,22,1
41203,686,22,2
67066,690,22,1
45202,723,22,2
31349,739,22,1
11391,758,22,1
51024,762,22,2
85042,776,22,1
50333,779,22,4
89995,799,22,1
7066,817,22,1
56134,818,22,4
35071,821,22,3
95853,829,22,2
46758,837,22,1
13942,851,22,3
95252,859,22,2
92842,862,22,1
36026,884,22,19
27221,896,22,2
20393,908,22,2
24201,949,22,1
91873,966,22,1
73971,976,22,1
34760,995,22,29
80434,2,23,1
51356,3,23,237
59121,10,23,6
92182,18,23,3
30831,22,23,2
70484,26,23,29
95078,47,23,1
21041,50,23,1
966,53,23,5
78308,56,23,1
83773,60,23,86
10278,63,23,17
34135,64,23,1
56809,67,23,3
93426,70,23,1
70990,71,23,1
55088,77,23,14
46551,78,23,4
45809,80,23,1
23539,81,23,2
1451,82,23,1
26537,86,23,3
2135,89,23,2
76350,91,23,2
62858,97,23,2
64952,119,23,1
74986,120,23,2
30606,122,23,2
76691,134,23,12
64747,136,23,6
78885,140,23,3
52780,141,23,3
55357,142,23,21
79583,147,23,2
56961,148,23,2
94117,151,23,1
46453,161,23,1
31437,166,23,2
19352,168,23,12
12608,209,23,1
86522,210,23,3
50159,223,23,4
74056,224,23,6
93014,241,23,1
55761,242,23,4
1076,248,23,1
29431,259,23,2
45843,269,23,1
22107,271,23,2
15153,272,23,5
33623,287,23,1
95421,302,23,1
75013,309,23,1
59873,310,23,2
20445,314,23,1
84122,315,23,1
47346,330,23,1
49917,334,23,1
27622,335,23,3
14489,342,23,2
30229,370,23,4
81386,401,23,2
11744,428,23,1
51023,444,23,1
39350,491,23,5
17846,499,23,7
61908,529,23,2
90004,533,23,1
63986,534,23,1
18062,538,23,2
27529,548,23,3
63967,551,23,3
29619,554,23,4
42379,559,23,1
7076,567,23,1
53695,571,23,1
79484,616,23,1
70099,622,23,1
36851,636,23,1
61653,640,23,1
12339,648,23,1
3000,654,23,1
90257,673,23,1
82282,719,23,1
56690,738,23,1
36949,751,23,1
48613,767,23,3
13515,774,23,1
1513,776,23,1
42015,807,23,4
29971,809,23,1
7417,822,23,1
56467,836,23,1
91667,843,23,6
93807,846,23,3
21743,851,23,2
82540,859,23,10
9010,862,23,2
60362,882,23,1
14664,884,23,18
39620,896,23,1
4681,908,23,1
51271,912,23,5
54979,917,23,2
52611,976,23,3
10875,979,23,1
51571,994,23,1
86752,1,24,1
88748,3,24,5
88120,8,24,1
55279,13,24,1
45864,16,24,1
54704,18,24,1
31191,24,24,2
39996,26,24,3
9903,45,24,2
83128,46,24,1
38880,52,24,1
91019,58,24,1
15340,68,24,1
8756,71,24,2
60745,77,24,1
48151,87,24,1
49455,94,24,1
27522,97,24,3
7067,102,24,1
45134,120,24,1
2219,124,24,4
33998,132,24,1
77071,136,24,6
61633,146,24,3
20818,147,24,1
80475,181,24,1
40259,208,24,1
19470,213,24,8
47612,241,24,2
66825,259,24,1
63026,271,24,1
23930,272,24,6
62476,276,24,7
61359,302,24,3
68449,335,24,1
77425,354,24,3
35693,357,24,2
89133,370,24,1
24436,374,24,2
65499,401,24,2
49308,440,24,2
30458,479,24,1
57787,480,24,1
69815,491,24,1
55308,499,24,9
65454,508,24,2
75981,526,24,1
87090,547,24,1
59157,621,24,1
47919,638,24,1
87452,658,24,4
20911,660,24,1
64055,664,24,1
84417,682,24,1
19780,686,24,1
21430,759,24,1
25111,775,24,1
20954,809,24,1
74776,817,24,1
17133,821,24,1
72349,836,24,5
70561,846,24,1
90085,874,24,1
66311,884,24,7
45233,896,24,3
13680,908,24,1
42657,915,24,1
63170,933,24,1
73539,3,25,36
13281,10,25,21
52586,26,25,3
55288,40,25,1
95866,46,25,2
92611,71,25,2
72548,82,25,1
46870,135,25,1
22966,139,25,11
60391,153,25,1
40374,180,25,1
39268,206,25,1
88112,237,25,1
54256,248,25,9
50175,279,25,3
59087,311,25,1
56029,335,25,1
57522,385,25,1
72411,444,25,1
36678,490,25,2
62958,512,25,1
14741,530,25,5
10595,580,25,1
35643,749,25,2
65356,751,25,2
82879,834,25,1
7424,835,25,1
46757,851,25,1
72263,852,25,1
73872,964,25,1
50373,971,25,1
18165,2,26,37
17375,3,26,109
69906,4,26,22
51928,5,26,9
21980,6,26,73
28193,7,26,2
16848,8,26,287
19523,9,26,2
72026,10,26,1193
71257,11,26,20
30279,13,26,1
13632,15,26,35
70699,16,26,11
29725,18,26,28
61370,22,26,109
67488,23,26,29
52970,24,26,3
58890,25,26,3
15197,26,26,46
14417,27,26,15
66917,28,26,1
69572,29,26,5
18971,30,26,47
55608,31,26,7
13848,32,26,2
16507,33,26,5
43118,34,26,1
68257,35,26,6
72800,38,26,4
6315,39,26,1
67712,40,26,17
70345,41,26,1
26703,42,26,112
78383,44,26,16
81102,45,26,102
58323,46,26,5
64430,47,26,89
57644,48,26,2
28068,49,26,4
3516,50,26,23
63872,52,26,2
66555,53,26,35
22067,55,26,1
10827,56,26,15
13513,57,26,7
65982,58,26,8
65226,59,26,21
21502,60,26,18
24229,61,26,18
75824,63,26,1
64666,64,26,14
69640,70,26,20
33581,71,26,7
22295,72,26,8
77433,74,26,9
33024,76,26,2
35706,77,26,8
12937,78,26,1
76055,80,26,6
35144,82,26,66
62228,83,26,3
18487,84,26,2
66792,86,26,6
72889,87,26,6
61693,88,26,1
64313,89,26,1
20589,90,26,7
19813,91,26,1188
24446,94,26,182
21945,97,26,315
74420,98,26,3
73708,99,26,1
78259,102,26,364
84446,103,26,45
73126,104,26,6
75705,105,26,13
83865,108,26,9
86572,109,26,2
63747,110,26,3
69863,111,26,1
30808,112,26,2
5600,115,26,33
27583,119,26,4
45425,120,26,18
18921,121,26,2
71428,122,26,324
70654,123,26,29
48364,128,26,23
50960,129,26,7
6493,131,26,1
59049,132,26,148
11115,134,26,2
36324,136,26,2
60393,139,26,31
75900,142,26,24
59843,144,26,13
18782,146,26,34
83018,147,26,2
2209,148,26,55
4815,149,26,29
50397,150,26,108
56525,151,26,8
4288,154,26,1
3547,155,26,14
55985,156,26,2
58720,157,26,2
57329,163,26,1
61990,166,26,7
68087,167,26,4
56756,168,26,1
15031,171,26,3
70156,173,26,21
53527,175,26,2
17089,177,26,1
33847,178,26,7
44998,179,26,2
52965,180,26,15
55659,181,26,12
5022,182,26,4
15,184,26,1
2644,185,26,13
55097,186,26,4
10654,188,26,13
53776,192,26,3
56402,193,26,1
64486,196,26,17
67186,197,26,1
31463,200,26,15
7098,201,26,1
24797,205,26,1
2089,206,26,19
65264,208,26,16
23798,209,26,15
24265,210,26,10
10307,213,26,2
55871,214,26,2
50706,216,26,2
9726,218,26,2
54411,219,26,1
61504,220,26,2
64113,221,26,1
13558,222,26,1
19646,223,26,55
89050,227,26,2
21761,229,26,1
73507,231,26,22
64915,233,26,1
21202,234,26,2
75528,237,26,1
22584,241,26,4
75015,242,26,4
5881,243,26,37
61130,245,26,7
16617,247,26,1
5328,248,26,12
18737,253,26,2
64353,254,26,7
70475,255,26,1
39909,257,26,1
91860,259,26,280
6297,263,26,5
94075,265,26,2
50237,266,26,2
49487,267,26,6
5727,268,26,3
8445,269,26,48
87880,271,26,15
48903,272,26,66
48173,274,26,3
87304,276,26,2
45596,279,26,52
34177,280,26,5
36919,281,26,1
45036,284,26,1
47824,285,26,2
20386,287,26,3
88109,288,26,5
46410,291,26,1
57137,295,26,13
48579,297,26,33
26793,302,26,48
41911,308,26,1
44658,309,26,1
90335,310,26,3
365,311,26,3
43285,315,26,2
33394,324,26,1
56240,325,26,2
5611,326,26,12
590,328,26,1
46263,330,26,2
87186,334,26,1
86942,335,26,68
44911,342,26,11
43510,345,26,3
50526,348,26,1
2692,350,26,1
52664,354,26,7
51856,355,26,1
10899,357,26,1
56447,358,26,3
87883,359,26,3
54037,361,26,1
10354,362,26,1
9550,363,26,5
62090,364,26,1
64734,365,26,3
11666,369,26,6
64164,370,26,26
91233,371,26,1
47560,372,26,1
50193,373,26,1
93423,377,26,1
48860,379,26,2
7841,381,26,1
69634,383,26,2
26320,384,26,6
80737,387,26,3
37071,388,26,1
91673,391,26,1
39171,394,26,1
70766,398,26,20
76830,399,26,7
40502,401,26,3
23299,408,26,2
25972,409,26,2
33984,412,26,10
21013,419,26,3
90729,421,26,14
39943,422,26,1
37501,425,26,2
45646,428,26,151
25394,430,26,1
31568,431,26,2
88788,432,26,1
47873,434,26,1
77308,436,26,466
74092,440,26,6
33090,442,26,1
2923,443,26,1
87567,445,26,30
15595,449,26,1
85636,456,26,3
43893,459,26,1
2491,466,26,4
83158,475,26,2
87798,478,26,5
94190,479,26,1
79462,480,26,3
85277,481,26,2
41610,482,26,4
972,483,26,12
51685,487,26,11
40250,488,26,3
42960,489,26,1
95751,490,26,2
94981,491,26,63
80125,499,26,4
36458,500,26,4
39130,501,26,1
91044,503,26,2
37803,507,26,1
90474,508,26,12
90359,512,26,1
9480,513,26,1
61248,515,26,1
60681,520,26,1
63350,521,26,1
18848,523,26,4
57393,527,26,2
20968,529,26,1
73486,530,26,1
56817,532,26,1
59543,533,26,7
3825,536,26,5
58989,538,26,14
62803,542,26,13
68916,543,26,1
68355,548,26,2
84176,551,26,3
92670,552,26,1
70450,554,26,1
69665,555,26,28
26008,556,26,1
28717,557,26,3
5860,558,26,8
12047,559,26,1
69135,560,26,10
55177,563,26,2
57256,569,26,1
12824,571,26,15
14969,577,26,1
22978,580,26,10
25648,581,26,1
25082,586,26,7
77210,588,26,1
93645,589,26,19
23776,592,26,38
9797,595,26,4
85917,596,26,2
64972,597,26,1
63639,603,26,1
22640,605,26,2
74314,607,26,11
65737,609,26,1
37170,610,26,3
29169,616,26,11
75802,618,26,2
34115,621,26,10
77199,625,26,4
16911,628,26,1
65204,630,26,16
22862,638,26,12
29037,639,26,8
92157,640,26,8
6598,644,26,1
49774,648,26,2
7965,651,26,2
10113,657,26,2
62620,658,26,1
89601,659,26,2
45906,660,26,2
89022,664,26,1
69875,665,26,12
47305,667,26,6
49424,673,26,10
4923,675,26,1
57439,676,26,1
60160,677,26,2
9530,678,26,1
4385,680,26,3
59584,682,26,5
88643,684,26,1
17724,685,26,5
44150,691,26,9
651,692,26,3
34659,695,26,5
52455,696,26,21
2753,698,26,1
6476,702,26,1
14781,709,26,3
57892,713,26,271
30642,719,26,1
95215,723,26,11
9606,727,26,1
52727,731,26,1
9050,732,26,1
56080,734,26,3
52154,736,26,1
10426,739,26,3
21100,743,26,3
70462,747,26,4
20521,748,26,5
23238,749,26,2
6555,751,26,14
49734,755,26,1
5976,756,26,2
8668,757,26,1
54305,758,26,85
60448,759,26,1
8131,762,26,2
62580,765,26,1
18048,767,26,3
40010,770,26,1
50117,775,26,1
38658,776,26,1
93343,779,26,12
95523,785,26,3
77953,792,26,2
80668,793,26,1
47111,799,26,1
35641,800,26,2
38319,801,26,9
90216,803,26,18
94966,806,26,2
4738,807,26,2
89642,808,26,2
92411,809,26,8
50005,817,26,24
6280,818,26,9
88466,821,26,2
87859,826,26,13
43393,828,26,15
46155,829,26,2
1815,831,26,2
86499,832,26,3
89280,833,26,1
45576,834,26,2
44788,835,26,3
7557,836,26,2
49462,838,26,1
55590,839,26,3
2556,843,26,2
34722,846,26,5
2014,848,26,2
57116,850,26,4
40311,852,26,2
51963,854,26,2
59014,859,26,30
94482,860,26,1
46384,862,26,25
52549,863,26,3
23949,868,26,1
10238,871,26,4
54127,874,26,10
12326,877,26,2
85572,878,26,4
91924,879,26,5
52768,880,26,1
55458,881,26,6
11779,882,26,1
29909,884,26,63
94131,885,26,1
38076,888,26,19
79968,890,26,2
48970,892,26,1
51622,893,26,1
43717,895,26,1
70086,896,26,2
53057,897,26,2
29144,898,26,2
83521,901,26,1
27813,904,26,1
82181,907,26,16
38479,908,26,12
41174,909,26,2
81635,912,26,1
67666,915,26,12
26650,917,26,1
78336,919,26,1
69741,921,26,39
77764,924,26,1
24724,928,26,1
27464,929,26,1
89100,933,26,3
89456,940,26,7
92228,941,26,1
36257,944,26,1
89468,950,26,1
76807,954,26,5
80715,958,26,1
86883,959,26,1
35907,969,26,2
43996,972,26,6
46789,973,26,4
42724,976,26,5
85418,978,26,1
73079,979,26,61
32087,981,26,3
23195,983,26,1
32855,993,26,2
28140,994,26,8
84613,995,26,16
40907,996,26,1
4985,3,27,151
29316,8,27,2
7110,9,27,1
42142,18,27,1
70365,26,27,15
2040,27,27,12
79276,28,27,1
57143,29,27,1
14858,37,27,1
68664,45,27,2
54160,53,27,4
44106,56,27,1
1181,57,27,1
37241,60,27,2
63529,63,27,1
39884,70,27,4
45179,82,27,1
79155,86,27,1
15154,119,27,1
83862,122,27,2
71419,132,27,3
92480,137,27,1
31223,146,27,1
14590,148,27,1
77584,196,27,1
47893,200,27,1
92002,207,27,1
7233,223,27,2
91869,249,27,1
38628,253,27,2
27535,257,27,1
75309,271,27,1
61362,272,27,3
80872,335,27,3
35473,367,27,1
43462,436,27,2
86559,440,27,1
22437,499,27,2
487,571,27,1
34472,610,27,1
64058,613,27,1
21702,621,27,10
23772,622,27,2
90354,751,27,1
80672,779,27,1
47357,846,27,3
81418,885,27,2
87579,995,27,3
42281,3,28,4
725,6,28,1
4860,18,28,1
38469,26,28,1
39226,27,28,1
76454,29,28,1
56255,45,28,2
90152,146,28,1
94827,182,28,1
90248,208,28,1
48347,408,28,1
22819,434,28,1
23629,661,28,1
70175,665,28,1
35258,2,29,1
29874,3,29,12
37645,8,29,1
59650,10,29,2
89184,13,29,1
2823,26,29,5
26837,27,29,1
4645,28,29,1
16160,44,29,2
73379,47,29,1
29180,53,29,1
84911,63,29,1
59100,86,29,1
81887,87,29,1
32278,91,29,4
62097,98,29,1
19688,106,29,1
52999,139,29,1
23919,342,29,1
40084,354,29,1
7406,371,29,1
63727,384,29,1
6700,401,29,2
64943,436,29,1
21548,483,29,2
58169,616,29,1
13914,638,29,1
80945,696,29,1
37311,862,29,1
17219,869,29,1
11340,896,29,1
27107,940,29,1
84323,943,29,1
33328,979,29,1
67271,3,30,199
71816,6,30,2
69373,9,30,1
22198,10,30,1
14991,22,30,2
61595,26,30,47
66344,33,30,2
26472,38,30,1
31258,45,30,2
77220,70,30,1
79947,71,30,1
12372,89,30,2
74225,94,30,1
445,102,30,2
9205,132,30,1
14013,139,30,1
65172,146,30,1
48538,148,30,1
6709,151,30,1
5233,186,30,2
12523,190,30,1
66865,194,30,1
14678,196,30,2
61276,200,30,1
70611,210,30,1
2589,272,30,21
84021,280,30,1
86159,302,30,4
43522,335,30,2
45122,346,30,1
57226,357,30,1
41651,391,30,1
77290,436,30,1
45242,440,30,1
6276,483,30,2
5266,547,30,1
23337,555,30,1
39502,616,30,1
75263,639,30,1
42544,664,30,1
3084,673,30,3
10332,677,30,5
64139,685,30,1
93514,836,30,1
51170,883,30,1
41333,884,30,15
23752,896,30,1
24946,948,30,1
73657,974,30,1
54830,3,31,49
73948,26,31,7
85474,42,31,1
18828,45,31,1
82977,63,31,4
75007,75,31,1
53628,223,31,2
55189,258,31,1
11024,342,31,1
16860,455,31,1
36171,542,31,3
6648,543,31,1
50225,571,31,1
59994,836,31,2
53927,884,31,1
78225,3,32,4
18098,10,32,1
581,22,32,1
15826,26,32,2
8173,34,32,1
60718,35,32,1
56483,295,32,1
37795,677,32,1
65824,3,33,34
12913,22,33,2
28271,26,33,5
46007,30,33,2
53743,42,33,22
30492,47,33,1
61472,70,33,2
44851,97,33,1
47347,139,33,8
81956,151,33,1
37239,163,33,2
27366,166,33,2
55011,167,33,3
41537,196,33,1
32845,272,33,1
94007,316,33,1
49665,401,33,1
65154,440,33,1
23085,447,33,1
49915,508,33,1
79772,665,33,1
72156,673,33,3
6215,675,33,1
85985,676,33,1
59337,677,33,1
71101,678,33,1
28687,709,33,1
61153,723,33,1
78727,727,33,1
57764,728,33,2
32195,749,33,1
32511,884,33,12
40251,896,33,1
7041,3,34,25
18539,6,34,2
54629,13,34,1
71685,22,34,2
87057,26,34,1
24220,32,34,1
33384,35,34,1
66013,44,34,3
77580,45,34,1
61804,46,34,1
46120,52,34,1
31713,82,34,1
77061,86,34,1
39952,89,34,3
2634,91,34,2
32350,97,34,2
6418,102,34,1
67222,110,34,1
92766,126,34,1
48681,132,34,13
15369,146,34,1
34143,148,34,1
28653,180,34,1
54128,196,34,1
20785,210,34,1
17158,224,34,1
81285,259,34,2
80705,272,34,14
69099,335,34,3
91463,408,34,3
23196,445,34,1
41832,456,34,1
95324,466,34,1
32558,489,34,1
14972,501,34,1
74604,640,34,1
67042,648,34,1
95061,660,34,1
59792,673,34,2
21500,738,34,1
21224,779,34,7
17796,884,34,3
52831,896,34,2
75505,979,34,1
60975,994,34,1
64479,3,35,5
46711,8,35,1
84121,22,35,1
3461,26,35,6
36637,32,35,1
71222,34,35,1
28758,42,35,1
18835,102,35,2
44348,103,35,1
17969,148,35,1
73185,150,35,1
88633,154,35,1
35086,155,35,1
68857,259,35,1
89856,363,35,1
91265,419,35,3
86498,481,35,1
50546,533,35,3
47872,879,35,2
29378,880,35,1
49767,3,36,3
82634,13,36,1
28869,45,36,2
18569,89,36,2
70005,132,36,2
4557,166,36,1
71227,168,36,1
66677,194,36,1
68566,277,36,1
91219,434,36,1
30877,542,36,1
27453,677,36,1
65838,884,36,3
77606,896,36,1
55530,954,36,1
9536,27,37,1
75822,370,37,1
56858,3,38,248
26424,6,38,1
37219,26,38,4
58471,30,38,1
50791,38,38,2
62714,42,38,4
27859,45,38,1
78233,60,38,1
30782,86,38,1
89937,89,38,2
52386,91,38,1
56260,102,38,2
72202,121,38,1
25062,122,38,1
38184,139,38,1
42437,167,38,1
4306,196,38,2
40350,323,38,1
19250,335,38,1
54535,342,38,1
84420,499,38,1
13428,673,38,1
67916,738,38,1
2348,839,38,1
68568,884,38,15
56626,891,38,1
13026,908,38,1
90278,965,38,1
74777,3,39,36
80801,6,39,1
49801,26,39,1
66900,42,39,1
90878,60,39,1
86257,70,39,1
823,71,39,2
69719,97,39,2
68672,102,39,1
46516,103,39,1
93348,128,39,1
59517,139,39,2
74100,146,39,1
